0,0,-1,-1
20,0,-1,-1
40,0,-1,-1
60,0,-1,-1
80,0,-1,-1
100,0,-1,-1
120,0,-1,-1
140,0,-1,-1
160,0,-1,-1
180,0,-1,-1
200,0,-1,-1
220,0,-1,-1
240,0,-1,-1
260,0,-1,-1
280,0,-1,-1
300,0,-1,-1
320,0,-1,-1
340,0,-1,-1
360,0,-1,-1
380,0,-1,-1
400,0,-1,-1
420,0,-1,-1
440,0,-1,-1
460,0,-1,-1
480,0,-1,-1
500,0,-1,-1
520,0,-1,-1
540,0,-1,-1
560,0,-1,-1
580,0,-1,-1
600,0,-1,-1
620,0,-1,-1
640,0,-1,-1
660,0,-1,-1
680,0,-1,-1
700,0,-1,-1
720,0,-1,-1
740,0,-1,-1
760,0,-1,-1
780,0,-1,-1
800,0,-1,-1
820,0,-1,-1
840,0,-1,-1
860,0,-1,-1
880,0,-1,-1
900,0,-1,-1
920,0,-1,-1
940,0,-1,-1
960,0,-1,-1
980,0,-1,-1
1000,0,-1,-1
1020,0,-1,-1
1040,0,-1,-1
1060,0,-1,-1
1080,0,-1,-1
1100,0,-1,-1
1120,0,-1,-1
1140,0,-1,-1
1160,0,-1,-1
1180,0,-1,-1
1200,0,-1,-1
1220,0,-1,-1
1240,0,-1,-1
1260,0,-1,-1
1280,0,-1,-1
1300,0,-1,-1
1320,0,-1,-1
1340,0,-1,-1
1360,0,-1,-1
1380,0,-1,-1
1400,0,-1,-1
1420,0,-1,-1
1440,0,-1,-1
1460,0,-1,-1
1480,0,-1,-1
1500,0,-1,-1
1520,0,-1,-1
1540,0,-1,-1
1560,0,-1,-1
1580,0,-1,-1
1600,0,-1,-1
1620,0,-1,-1
1640,0,-1,-1
1660,0,-1,-1
1680,0,-1,-1
1700,0,-1,-1
1720,0,-1,-1
1740,0,-1,-1
1760,0,-1,-1
1780,0,-1,-1
1800,0,-1,-1
1820,0,-1,-1
1840,0,-1,-1
1860,0,-1,-1
1880,0,-1,-1
1900,0,-1,-1
1920,0,-1,-1
1940,0,-1,-1
1960,0,-1,-1
1980,0,-1,-1
2000,0,-1,-1
2020,0,-1,-1
2040,0,-1,-1
2060,0,-1,-1
2080,0,-1,-1
2100,0,-1,-1
2120,0,-1,-1
2140,0,-1,-1
2160,0,-1,-1
2180,0,-1,-1
2200,0,-1,-1
2220,0,-1,-1
2240,0,-1,-1
2260,0,-1,-1
2280,0,-1,-1
2300,0,-1,-1
2320,0,-1,-1
2340,0,-1,-1
2360,0,-1,-1
2380,0,-1,-1
2400,0,-1,-1
2420,0,-1,-1
2440,0,-1,-1
2460,0,-1,-1
2480,0,-1,-1
2500,0,-1,-1
2520,0,-1,-1
2540,0,-1,-1
2560,0,-1,-1
2580,0,-1,-1
2600,0,-1,-1
2620,0,-1,-1
2640,0,-1,-1
2660,0,-1,-1
2680,0,-1,-1
2700,0,-1,-1
2720,0,-1,-1
2740,0,-1,-1
2760,0,-1,-1
2780,0,-1,-1
2800,0,-1,-1
2820,0,-1,-1
2840,0,-1,-1
2860,0,-1,-1
2880,0,-1,-1
2900,0,-1,-1
2920,0,-1,-1
2940,0,-1,-1
2960,0,-1,-1
2980,0,-1,-1
3000,0,-1,-1
3020,0,-1,-1
3040,0,-1,-1
3060,0,-1,-1
3080,0,-1,-1
3100,0,-1,-1
3120,0,-1,-1
3140,0,-1,-1
3160,0,-1,-1
3180,0,-1,-1
3200,0,-1,-1
3220,0,-1,-1
3240,0,-1,-1
3260,0,-1,-1
3280,0,-1,-1
3300,0,-1,-1
3320,0,-1,-1
3340,0,-1,-1
3360,0,-1,-1
3380,0,-1,-1
3400,0,-1,-1
3420,0,-1,-1
3440,0,-1,-1
3460,0,-1,-1
3480,0,-1,-1
3500,0,-1,-1
3520,0,-1,-1
3540,0,-1,-1
3560,0,-1,-1
3580,0,-1,-1
3600,0,-1,-1
3620,0,-1,-1
3640,0,-1,-1
3660,0,-1,-1
3680,0,-1,-1
3700,0,-1,-1
3720,0,-1,-1
3740,0,-1,-1
3760,0,-1,-1
3780,0,-1,-1
3800,0,-1,-1
3820,0,-1,-1
3840,0,-1,-1
3860,0,-1,-1
3880,0,-1,-1
3900,0,-1,-1
3920,0,-1,-1
3940,0,-1,-1
3960,0,-1,-1
3980,0,-1,-1
4000,0,-1,-1
4020,0,-1,-1
4040,0,-1,-1
4060,0,-1,-1
4080,0,-1,-1
4100,0,-1,-1
4120,0,-1,-1
4140,0,-1,-1
4160,0,-1,-1
4180,0,-1,-1
4200,0,-1,-1
4220,0,-1,-1
4240,0,-1,-1
4260,0,-1,-1
4280,0,-1,-1
4300,0,-1,-1
4320,0,-1,-1
4340,0,-1,-1
4360,0,-1,-1
4380,0,-1,-1
4400,0,-1,-1
4420,0,-1,-1
4440,0,-1,-1
4460,0,-1,-1
4480,0,-1,-1
4500,0,-1,-1
